bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
protein misfolding,tight junction,eosinophil recruitment,striated muscle cell differentiation,dual specificity 3',histone h2ak15 ubiquitination
secretory granule location,aldose 1-epimerase activity,phosphatidylethanolamine biosynthetic process,methyl/ethyl malonyl-coa decarboxylase activity,glutathione-disulfide reductase (nadph) activity,myo-inositol transmembrane transporter activity
protein localization to site of double-strand break,protein localization to cell surface,lipid hydroperoxide reduction,protein catabolic process at postsynapse,lipid homeostasis disruption,protein localization to organelle
protein localization to site of double-strand break,protein catabolic process at postsynapse,protein localization to organelle,protein localization to cell surface,lipid hydroperoxide reduction,protein localization to plasma membrane regulation
t cell mediated immunity,gliogenesis,h2bs36,cpnpg substrates,h3s57),eif4f complex
methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,eif2 complex assembly,gamma-delta intraepithelial t cell differentiation,u5 snrnp,k48-linked ubiquitination
interferon production regulation,spliceosomal complex assembly,spliceosomal complex localization,antigen processing and presentation via mhc class ii,a-to-i editing,'de novo' imp synthesis
t cell mediated immunity,gliogenesis,tnf signaling,wnt signaling,t cell activation,cellular movement
protein catabolic process at postsynapse,protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein localization to centrosome,lipid hydroperoxide reduction
solute:inorganic anion antiporter activity,ctf18 rfc-like complex,u5 snrnp,u6 snrnp,cyclic gmp phosphodiesterase activity,gamma-delta intraepithelial t cell differentiation
protein localization to cell-cell junction,protein catabolic process at postsynapse,protein localization to kinetochore,protein localization to cell surface,protein localization to organelle,protein localization to site of double-strand break
3'(2'),fsh secretion suppression,3',mrna degradation,tumor type association,wnt signal inhibition
choline catabolic process,mitotic cell cycle progression,peptidyl-threonine phosphorylation,interleukin-8 binding,tap complex binding,vesicle tethering to endoplasmic reticulum
eif2 complex assembly,k48-linked ubiquitination,methyl/ethyl malonyl-coa decarboxylase activity,k63-linked ubiquitination,u5 snrnp,scaffolding protein function
glutathione-disulfide reductase (nadph) activity,coenzyme q10 biosynthesis,cellular response to prostaglandin d stimulus,aldose 1-epimerase activity,eif2 complex assembly,secretory granule location
gamma-delta intraepithelial t cell differentiation,solute:inorganic anion antiporter activity,u5 snrnp,ctf18 rfc-like complex,scaffolding protein function,methyl/ethyl malonyl-coa decarboxylase activity
developmental abnormalities,lipid hydroperoxide reduction,protein localization to site of double-strand break,cellular architecture modulation,glucose-1,zyxin
zyxin,glucose-1,rotational mechanism,regulation of neuronal synaptic plasticity,thiolester hydrolase activity,regulation of synaptic activity
protein localization to organelle,protein localization to site of double-strand break,protein localization to cell surface,protein catabolic process at postsynapse,protein localization to centrosome,protein localization to kinetochore
pathological condition,cellular response to stimuli (insulin,response to nutrient levels,cancer cell metabolic reprogramming,membrane depolarization during sa node cell action potential,lipid modification
protein localization to organelle,protein localization to site of double-strand break,protein localization to centrosome,protein localization to cell surface,protein localization to plasma membrane regulation,protein catabolic process at postsynapse
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,protein localization to plasma membrane regulation,lipid hydroperoxide reduction,developmental abnormalities
thiolester hydrolase activity,zyxin,rotational mechanism,phospholipid transfer activity,wnt signaling,regulation of neuronal synaptic plasticity
zyxin,rotational mechanism,regulation of synaptic activity,thiolester hydrolase activity,regulation of neuronal synaptic plasticity,cholinesterase activity
'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,vcp-npl4-ufd1 aaa atpase complex,coenzyme q10 biosynthesis,phospholipid biosynthetic process,trapp complex
biomineral tissue development,cpnpg substrates,h3s57),h2bs36,synaptic transmission regulation,striated muscle cell differentiation
udp-d-xylose:beta-d-glucoside alpha-1,all-trans retinal 3,gamma-delta intraepithelial t cell differentiation,solute:inorganic anion antiporter activity,dgc complex,spliceosome complex assembly
store-operated calcium entry,'de novo' nad biosynthetic process from tryptophan,phospholipid biosynthetic process,rdna heterochromatin formation,coenzyme q10 biosynthesis,vcp-npl4-ufd1 aaa atpase complex
neuron projection morphogenesis,anchoring junction,intron removal,trapp complex,protein misfolding,histone h2ak15 ubiquitination
gi/o-coupled serotonin receptor activity,ring-type e3 ubiquitin transferase,coagulation factor viii binding,chromosomal demethylation pathway,ecm interaction,cytokine signaling inhibition
protein localization to kinetochore,protein localization to cell surface,microtubule depolymerization,protein catabolic process at postsynapse,protein localization to cell-cell junction,protein localization to site of double-strand break
antibacterial innate immune response,chloride channel activity,monoatomic cation:bicarbonate symporter activity,immune regulation,viral process regulation,corvet complex
glutathione-disulfide reductase (nadph) activity,cytokinesis regulation,dihydroorotate dehydrogenase activity,actin cytoskeleton dynamics,histone h3k14 acetylation,translocation complex
neurodevelopmental impact,intron removal,vesicle cargo loading,histone h2b ubiquitination,histone h2ak15 ubiquitination,cell redox homeostasis
protein localization to site of double-strand break,protein localization to organelle,protein localization to cell surface,lipid hydroperoxide reduction,protein catabolic process at postsynapse,protein localization to plasma membrane regulation
pathological condition,response to nutrient levels,cellular response to stimuli (insulin,cancer cell metabolic reprogramming,cell projection,membrane depolarization during sa node cell action potential
coenzyme q10 biosynthesis,cilium assembly negative regulation,erad pathway regulation,ketone body catabolism,retinal rod cell development,scaffold attachment factor b
gamma-delta intraepithelial t cell differentiation,solute:inorganic anion antiporter activity,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,u6 snrnp,retrograde vesicle-mediated transport
protein localization to kinetochore,protein localization to site of double-strand break,mitochondrial respirasome assembly,protein catabolic process at postsynapse,protein localization to cell surface,lipid homeostasis disruption
phospholipid transfer activity,regulation of immune response to tumor cell,thiolester hydrolase activity,regulation of neurogenesis,glucose 1-phosphate metabolic process,phospholipid metabolic process
wnt signaling,t cell activation,phospholipid transfer activity,energy production,thiolester hydrolase activity,podosome
u5 snrnp,eif2 complex assembly,scaffolding protein function,k48-linked ubiquitination,alanine-glyoxylate transaminase activity,u6 snrnp
glutathione-disulfide reductase (nadph) activity,dihydroorotate dehydrogenase activity,histone h2axs140 phosphatase activity,phospholipid biosynthetic process,cytokinesis regulation,'de novo' nad biosynthetic process from tryptophan
sam domain,pancreatic a cell differentiation,cam kinase-like vesicle-associated protein,potential role in cancer development,protein tyrosine kinase activator activity,receptor clustering regulation
interleukin-8 binding,xenobiotic detoxification,chromocenter,peptidyl-threonine phosphorylation,axoneme,choline catabolic process
trapp complex,anchoring junction,protein misfolding,dual specificity 3',histone h2ak15 ubiquitination,tight junction assembly
phospholipid biosynthetic process,rdna heterochromatin formation,coenzyme q10 biosynthesis,store-operated calcium entry,aldose 1-epimerase activity,histone h2axy142 phosphatase activity
protein catabolic process at postsynapse,protein localization to cell surface,protein localization to centrosome,protein localization to organelle,protein localization to cell-cell junction,microtubule depolymerization
mrna degradation,imprinting,cullin 3 complex,mrna metabolic process,smoothened signaling pathway modulation,cell junction assembly
coenzyme q10 biosynthesis,phospholipid biosynthetic process,'de novo' nad biosynthetic process from tryptophan,store-operated calcium entry,rdna heterochromatin formation,intron removal
ecm interaction,eif2 complex assembly,serine/threonine kinase activity,solute:inorganic anion antiporter activity,coagulation factor viii binding,methyl/ethyl malonyl-coa decarboxylase activity
t cell activation,viral life cycle,cellular movement,ring finger protein,tumor microenvironment adaptation,gliogenesis
dgc complex,solute:inorganic anion antiporter activity,gamma-delta intraepithelial t cell differentiation,all-trans retinal 3,serine/threonine protein kinase activity,u6 snrnp
